dataset,split,seed,method,n_test,n_cliffB,n_cliffA,cov_all,cov_cliffB,cov_noncliffB,gapB_pp,cov_cliffA,cov_noncliffA,gapA_pp,width_all,width_cliffA,width_noncliffA
CHEMBL264_Ki,random,99182118,mondrian_wstd,573,16,38,0.881326352530541,1.0,0.8779174147217235,-12.208258527827653,0.9473684210526315,0.8766355140186916,-7.073290703393997,2.210596842669265,2.2105968426692644,2.210596842669265
CHEMBL264_Ki,random,99182118,mondrian_rfstd,573,16,38,0.8673647469458988,0.8125,0.8689407540394973,5.644075403949733,0.868421052631579,0.8672897196261682,-0.1131333005410795,2.02630759888882,1.9083182924326614,2.0346881477586027
CHEMBL264_Ki,random,99182118,cluster,573,16,38,0.8691099476439791,0.875,0.8689407540394973,-0.6059245960502668,0.8157894736842105,0.8728971962616823,5.710772257747177,2.1475781400246503,2.0742359164196937,2.1527874942246283
CHEMBL264_Ki,random,99182118,knn_weighted,573,16,38,0.8586387434554974,0.875,0.8581687612208259,-1.683123877917414,0.868421052631579,0.8579439252336448,-1.047712739793416,2.0232480932847094,1.9868332122208023,2.025834570818221
CHEMBL264_Ki,random,99182118,adaptive,573,16,38,0.8952879581151832,0.9375,0.8940754039497307,-4.342459605026927,0.9210526315789473,0.8934579439252337,-2.7594687653713645,2.622494030457434,2.709462287853779,2.6163168458199366
CHEMBL264_Ki,random,99182118,weighted_shift,573,16,38,0.8551483420593369,0.875,0.8545780969479354,-2.0421903052064594,0.868421052631579,0.8542056074766355,-1.421544515494344,2.0553528670742662,2.0553528670742653,2.055352867074266
CHEMBL264_Ki,random,99182118,cqr,573,16,38,0.8778359511343804,0.9375,0.8761220825852782,-6.137791741472176,0.8947368421052632,0.8766355140186916,-1.810132808657161,2.33861019663069,2.31815785832902,2.3400628860801547
CHEMBL264_Ki,random,89709943,global,573,12,37,0.900523560209424,0.9166666666666666,0.9001782531194296,-1.6488413547237069,0.8918918918918919,0.9011194029850746,0.9227511093182761,2.146207563951016,2.146207563951015,2.1462075639510156
CHEMBL264_Ki,random,89709943,mondrian_wstd,573,12,37,0.900523560209424,0.9166666666666666,0.9001782531194296,-1.6488413547237069,0.8918918918918919,0.9011194029850746,0.9227511093182761,2.146207563951016,2.146207563951015,2.1462075639510156
CHEMBL264_Ki,random,89709943,mondrian_rfstd,573,12,37,0.9057591623036649,0.8333333333333334,0.9073083778966132,7.397504456327986,0.8648648648648649,0.9085820895522388,4.371722468737394,2.1108917432272736,2.08801317866354,2.112471047124397
CHEMBL264_Ki,random,89709943,cluster,573,12,37,0.9179755671902269,0.9166666666666666,0.9180035650623886,0.13368983957219305,0.8918918918918919,0.9197761194029851,2.7884227511093207,2.243743565261335,2.268591763940013,2.242028297815232
CHEMBL264_Ki,random,89709943,knn_weighted,573,12,37,0.9040139616055847,0.8333333333333334,0.9055258467023173,7.219251336898392,0.8648648648648649,0.9067164179104478,4.185155304558286,2.0803182966835534,2.170456323062522,2.07409608217605
CHEMBL264_Ki,random,89709943,adaptive,573,12,37,0.8952879581151832,0.9166666666666666,0.8948306595365418,-2.183600713012479,0.8918918918918919,0.8955223880597015,0.3630496167809638,2.4852114104674707,2.479602983740867,2.4855985593273298
CHEMBL264_Ki,random,89709943,weighted_shift,573,12,37,0.9109947643979057,0.9166666666666666,0.910873440285205,-0.5793226381461625,0.918918918918919,0.9104477611940298,-0.8471157724889156,2.2221235366486454,2.2221235366486445,2.2221235366486454
CHEMBL264_Ki,random,89709943,cqr,573,12,37,0.8830715532286213,1.0,0.8805704099821747,-11.942959001782526,0.8378378378378378,0.8861940298507462,4.835619201290841,2.2819240499314826,2.1861198804958115,2.2885373974484975
CHEMBL264_Ki,random,86921808,global,573,18,36,0.9301919720767888,0.8333333333333334,0.9333333333333333,9.999999999999998,0.8888888888888888,0.9329608938547486,4.407200496585972,2.5025673326752056,2.5025673326752047,2.5025673326752056
CHEMBL264_Ki,random,86921808,mondrian_wstd,573,18,36,0.9301919720767888,0.8333333333333334,0.9333333333333333,9.999999999999998,0.8888888888888888,0.9329608938547486,4.407200496585972,2.5025673326752056,2.5025673326752047,2.5025673326752056
CHEMBL264_Ki,random,86921808,mondrian_rfstd,573,18,36,0.9197207678883071,0.5555555555555556,0.9315315315315316,37.5975975975976,0.6388888888888888,0.9385474860335196,29.965859714463072,2.2421467977539056,2.1617335469545527,2.247537630209728
