rule,dataset,seed,n,coverage,cov_cliffA,cov_cliffB,n_cliffB,cov_noncliffB,worst_ws,spread_ws,worst_rf,spread_rf,width
wstd,CHEMBL287_Ki,99182118,265,0.9320754716981132,1.0,1.0,7,0.9302325581395349,0.9072164948453608,0.09278350515463918,0.8615384615384616,0.1384615384615384,3.0136391095406214
wstd,CHEMBL287_Ki,89709943,265,0.8603773584905661,0.8333333333333334,0.625,8,0.867704280155642,0.7441860465116279,0.20496649586125348,0.7441860465116279,0.2022425249169435,2.1838304533949544
wstd,CHEMBL287_Ki,86921808,265,0.939622641509434,0.875,0.8,10,0.9450980392156862,0.90625,0.0580357142857143,0.8666666666666667,0.1333333333333333,2.688434158333082
wstd,CHEMBL287_Ki,89165191,265,0.9018867924528302,0.8181818181818182,0.7142857142857143,7,0.9069767441860465,0.813953488372093,0.14758497316636854,0.8571428571428571,0.10204081632653061,2.6055608824529433
wstd,CHEMBL287_Ki,34332121,265,0.9547169811320755,0.9375,0.875,8,0.9571984435797666,0.9264705882352942,0.07352941176470584,0.9152542372881356,0.0847457627118644,2.5865718476750224
wstd,CHEMBL287_Ki,57652534,265,0.9018867924528302,0.75,0.75,4,0.9042145593869731,0.8,0.19999999999999996,0.8333333333333334,0.13492063492063489,2.8344303100425297
wstd,CHEMBL287_Ki,65555877,265,0.8716981132075472,0.8095238095238095,0.6666666666666666,6,0.8764478764478765,0.78125,0.1317934782608695,0.8059701492537313,0.16963960684382962,2.3945663500903773
wstd,CHEMBL287_Ki,80882938,265,0.8867924528301887,0.8333333333333334,0.8,5,0.8884615384615384,0.7708333333333334,0.22916666666666663,0.8431372549019608,0.11519607843137258,2.4788457976328946
wstd,CHEMBL287_Ki,62569839,265,0.8679245283018868,0.8666666666666667,0.6666666666666666,6,0.8725868725868726,0.7380952380952381,0.184981684981685,0.8055555555555556,0.19444444444444442,2.4716022982507075
wstd,CHEMBL3979_EC50,71339737,225,0.9333333333333333,0.9545454545454546,0.875,8,0.9354838709677419,0.813953488372093,0.18604651162790697,0.9107142857142857,0.06489547038327526,2.2731487360791323
wstd,CHEMBL3979_EC50,99182118,225,0.9377777777777778,0.8,0.5714285714285714,7,0.9495412844036697,0.8717948717948718,0.11002331002331,0.8888888888888888,0.11111111111111116,2.212538253513455
wstd,CHEMBL3979_EC50,89709943,225,0.9111111111111111,0.8636363636363636,1.0,7,0.908256880733945,0.8181818181818182,0.18181818181818177,0.88,0.0829629629629629,2.0567129594425126
wstd,CHEMBL3979_EC50,86921808,225,0.9555555555555556,0.9090909090909091,0.9166666666666666,12,0.9577464788732394,0.8636363636363636,0.13636363636363635,0.9090909090909091,0.09090909090909094,2.4672413973178684
wstd,CHEMBL3979_EC50,89165191,225,0.92,0.875,1.0,5,0.9181818181818182,0.8545454545454545,0.1454545454545455,0.8333333333333334,0.13157894736842102,2.3489026928707406
wstd,CHEMBL3979_EC50,34332121,225,0.9111111111111111,0.8461538461538461,0.5,4,0.918552036199095,0.8611111111111112,0.11616161616161613,0.875,0.0805555555555556,2.301854955307032
wstd,CHEMBL3979_EC50,57652534,225,0.8711111111111111,0.8571428571428571,0.875,8,0.8709677419354839,0.8163265306122449,0.18367346938775508,0.8,0.14117647058823524,2.4294293054388243
wstd,CHEMBL3979_EC50,65555877,225,0.88,0.8235294117647058,0.7777777777777778,9,0.8842592592592593,0.8181818181818182,0.15909090909090906,0.813953488372093,0.14059196617336156,2.224245032158635
