dataset,split,seed,signal,auc_fail,auc_cliffB,auc_cliffA,misalignB,misalignA
CHEMBL233_Ki,random,86921808,rf_std,0.7060003463403371,0.560077519379845,0.5106563039723662,0.1459228269604922,0.19534404236797098
CHEMBL233_Ki,random,86921808,d_wstd,0.5359892598343685,0.6683559635366865,0.7255376344086022,-0.13236670370231796,-0.18954837457423368
CHEMBL233_Ki,random,86921808,d_nb,0.6287231586238744,0.4290328534514581,0.3644214162348877,0.19969030517241632,0.2643017423889867
CHEMBL233_Ki,random,86921808,d_nn_sim,0.6345270445134575,0.11047364059412253,0.19077060931899642,0.524053403919335,0.4437564351944611
CHEMBL233_Ki,random,89165191,rf_std,0.7613313788449905,0.5130937006744153,0.478357827008847,0.24823767817057518,0.2829735518361435
CHEMBL233_Ki,random,89165191,d_wstd,0.5056453750331301,0.6766953553939754,0.667562656167184,-0.1710499803608453,-0.1619172811340539
CHEMBL233_Ki,random,89165191,d_nb,0.7008236772302108,0.32497488879322717,0.2937961541273671,0.3758487884369836,0.4070275231028437
CHEMBL233_Ki,random,89165191,d_nn_sim,0.6669891333156639,0.11125537913637037,0.18003710153706368,0.5557337541792935,0.48695203177860025
CHEMBL233_Ki,scaffold,34332121,rf_std,0.7162968993825904,0.4723037100949094,0.47994481127426825,0.24399318928768104,0.2363520881083222
CHEMBL233_Ki,scaffold,34332121,d_wstd,0.5977419193685367,0.6146313906411826,0.7338939373389394,-0.01688947127264584,-0.13615201797040266
CHEMBL233_Ki,scaffold,34332121,d_nb,0.6619343239025715,0.3581967213114754,0.2735783975559279,0.30373760259109606,0.38835592634664357
CHEMBL233_Ki,scaffold,34332121,d_nn_sim,0.5644452215616725,0.05832784106957913,0.24908449749084496,0.5061173804920934,0.3153607240708276
CHEMBL233_Ki,scaffold,57652534,rf_std,0.7579232571763328,0.5529187124931806,0.48524875203320433,0.2050045446831522,0.27267450514312846
CHEMBL233_Ki,scaffold,57652534,d_wstd,0.6882820673781126,0.7270011947431302,0.6868714997369968,-0.03871912736501759,0.0014105676411158008
CHEMBL233_Ki,scaffold,57652534,d_nb,0.6125951962507323,0.33156028368794327,0.24283470749901845,0.28103491256278906,0.36976048875171386
CHEMBL233_Ki,scaffold,57652534,d_nn_sim,0.5143335425821302,0.06128036638789327,0.21052631578947367,0.4530531761942369,0.3038072267926565
CHEMBL233_Ki,scaffold,65555877,rf_std,0.7106183290393817,0.40849183765163993,0.4610231232182452,0.3021264913877418,0.24959520582113653
CHEMBL233_Ki,scaffold,65555877,d_wstd,0.5513278757830816,0.6572987943955686,0.6794978354978355,-0.10597091861248698,-0.12816995971475387
CHEMBL233_Ki,scaffold,65555877,d_nb,0.5756655625076678,0.37393290399880186,0.3537060500475135,0.2017326585088659,0.22195951246015427
CHEMBL233_Ki,scaffold,65555877,d_nn_sim,0.5260770975056689,0.051075268817204304,0.13934199134199135,0.4750018286884646,0.38673510616367757
CHEMBL233_Ki,scaffold,80882938,rf_std,0.723259857535476,0.24716369529983792,0.333010825060295,0.476096162235638,0.39024903247518095
CHEMBL233_Ki,scaffold,80882938,d_wstd,0.5964240102171137,0.6556152927120669,0.708885131962055,-0.0591912824949532,-0.11246112174494138
CHEMBL233_Ki,scaffold,80882938,d_nb,0.6570475068708285,0.39026202052944353,0.2780722418531606,0.26678548634138494,0.3789752650176679
CHEMBL233_Ki,scaffold,80882938,d_nn_sim,0.658904054916986,0.056451612903225805,0.1913528067374221,0.6024524420137602,0.4675512481795639
