dataset,protocol,seed,method,n_test,n_train,n_cal,n_cliffA,n_cliffB,cov_all,cov_cliffA,cov_noncliffA,gapA_pp,cov_cliffB,cov_noncliffB,gapB_pp,width_all,width_cliffA,nn_sim_mean,nn_sim_median,y_mean_test,y_mean_train
CHEMBL234_Ki,act_mid20,91819329,global,731,2194,732,55,34,0.9151846785225718,0.7636363636363637,0.9275147928994083,16.387842926304465,0.6470588235294118,0.9282639885222381,28.120516499282633,2.053656342196236,2.0536563421962355,0.7566291481325537,0.7727272727272727,7.580784620864752,7.4607331653747515
CHEMBL234_Ki,act_mid20,91819329,mondrian_wstd,731,2194,732,55,34,0.8878248974008208,0.7454545454545455,0.8994082840236687,15.39537385691232,0.6764705882352942,0.8981348637015782,22.16642754662841,2.0945839841644838,2.056866766995624,0.7566291481325537,0.7727272727272727,7.580784620864752,7.4607331653747515
CHEMBL234_Ki,act_mid20,91819329,mondrian_rfstd,731,2194,732,55,34,0.8440492476060192,0.5454545454545454,0.8683431952662722,32.28886498117268,0.5294117647058824,0.8593974175035868,32.99856527977044,2.172927958516256,2.124674904768521,0.7566291481325537,0.7727272727272727,7.580784620864752,7.4607331653747515
CHEMBL234_Ki,act_mid20,91819329,mondrian_nb,731,2194,732,55,34,0.8782489740082079,0.6,0.900887573964497,30.088757396449704,0.5294117647058824,0.8952654232424677,36.58536585365854,1.9965470822669589,1.8455923911051897,0.7566291481325537,0.7727272727272727,7.580784620864752,7.4607331653747515
CHEMBL235_EC50,act_mid20,6021738,global,469,1410,470,29,17,0.9488272921108742,0.896551724137931,0.9522727272727273,5.572100313479622,0.8235294117647058,0.9535398230088495,13.00104112441437,2.3460966075178824,2.346096607517882,0.7746263185551009,0.7924528301886793,6.276875450744697,6.445540725591732
CHEMBL235_EC50,act_mid20,6021738,mondrian_wstd,469,1410,470,29,17,0.9381663113006397,0.8275862068965517,0.9454545454545454,11.786833855799372,0.8235294117647058,0.9424778761061947,11.894846434148887,2.3417913172101334,2.533583359647845,0.7746263185551009,0.7924528301886793,6.276875450744697,6.445540725591732
CHEMBL235_EC50,act_mid20,6021738,mondrian_rfstd,469,1410,470,29,17,0.9189765458422174,0.8275862068965517,0.925,9.741379310344833,0.7647058823529411,0.9247787610619469,16.007287870900576,2.3872112997146506,2.427184346044556,0.7746263185551009,0.7924528301886793,6.276875450744697,6.445540725591732
CHEMBL235_EC50,act_mid20,6021738,mondrian_nb,469,1410,470,29,17,0.9573560767590619,0.9310344827586207,0.9590909090909091,2.805642633228844,0.8823529411764706,0.9601769911504425,7.7824049973971965,2.380600006524032,2.3561121278868726,0.7746263185551009,0.7924528301886793,6.276875450744697,6.445540725591732
CHEMBL235_EC50,act_mid20,98978916,global,469,1410,470,29,21,0.9402985074626866,0.896551724137931,0.9431818181818182,4.663009404388719,0.8571428571428571,0.9441964285714286,8.705357142857151,2.3932294779898897,2.3932294779898897,0.7672274309613898,0.7910447761194029,6.276875450744697,6.475307001106749
CHEMBL235_EC50,act_mid20,98978916,mondrian_wstd,469,1410,470,29,21,0.9147121535181236,0.7586206896551724,0.925,16.63793103448277,0.7142857142857143,0.9241071428571429,20.98214285714286,2.375557491720842,2.458278763042867,0.7672274309613898,0.7910447761194029,6.276875450744697,6.475307001106749
CHEMBL235_EC50,act_mid20,98978916,mondrian_rfstd,469,1410,470,29,21,0.9232409381663113,0.7586206896551724,0.9340909090909091,17.54702194357367,0.7142857142857143,0.9330357142857143,21.875,2.433682150355133,2.5340172852246106,0.7672274309613898,0.7910447761194029,6.276875450744697,6.475307001106749
CHEMBL235_EC50,act_mid20,98978916,mondrian_nb,469,1410,470,29,21,0.9317697228144989,0.8620689655172413,0.9363636363636364,7.429467084639507,0.8095238095238095,0.9375,12.797619047619047,2.3802291989303908,2.5255176372819355,0.7672274309613898,0.7910447761194029,6.276875450744697,6.475307001106749
CHEMBL235_EC50,act_mid20,91819329,global,469,1410,470,29,14,0.9360341151385928,0.7586206896551724,0.9477272727272728,18.91065830721004,0.7857142857142857,0.9406593406593406,15.494505494505495,2.1595151812969853,2.159515181296985,0.771814119200611,0.7941176470588235,6.276875450744697,6.459741992996374
CHEMBL235_EC50,act_mid20,91819329,mondrian_wstd,469,1410,470,29,14,0.8699360341151386,0.6896551724137931,0.8818181818181818,19.21630094043887,0.5714285714285714,0.8791208791208791,30.76923076923077,2.1644566915340744,2.31055646443646,0.771814119200611,0.7941176470588235,6.276875450744697,6.459741992996374
CHEMBL235_EC50,act_mid20,91819329,mondrian_rfstd,469,1410,470,29,14,0.906183368869936,0.7241379310344828,0.9181818181818182,19.404388714733546,0.7142857142857143,0.9120879120879121,19.780219780219777,2.1232354176261015,2.133072278802786,0.771814119200611,0.7941176470588235,6.276875450744697,6.459741992996374
CHEMBL235_EC50,act_mid20,91819329,mondrian_nb,469,1410,470,29,14,0.9381663113006397,0.7586206896551724,0.95,19.137931034482758,0.7857142857142857,0.9428571428571428,15.714285714285714,2.2830529606832872,2.336040445849318,0.771814119200611,0.7941176470588235,6.276875450744697,6.459741992996374
CHEMBL236_Ki,act_mid20,6021738,global,520,1558,520,47,32,0.9076923076923077,0.8085106382978723,0.9175475687103594,10.903693041248708,0.71875,0.9200819672131147,20.133196721311474,2.4930486548691073,2.4930486548691086,0.7493299153257407,0.7731560891938251,7.007786866457668,7.0145201660334475
CHEMBL236_Ki,act_mid20,6021738,mondrian_wstd,520,1558,520,47,32,0.925,0.8723404255319149,0.9302325581395349,5.7892132607619935,0.8125,0.9323770491803278,11.987704918032783,2.726659093158878,2.5759743206826373,0.7493299153257407,0.7731560891938251,7.007786866457668,7.0145201660334475
CHEMBL236_Ki,act_mid20,6021738,mondrian_rfstd,520,1558,520,47,32,0.8423076923076923,0.6595744680851063,0.8604651162790697,20.08906481939634,0.59375,0.8586065573770492,26.485655737704917,2.6553851275358187,2.2584796066147255,0.7493299153257407,0.7731560891938251,7.007786866457668,7.0145201660334475
CHEMBL236_Ki,act_mid20,6021738,mondrian_nb,520,1558,520,47,32,0.9057692307692308,0.7872340425531915,0.9175475687103594,13.031352615716784,0.6875,0.9200819672131147,23.258196721311474,2.6218253563842855,2.38676499033753,0.7493299153257407,0.7731560891938251,7.007786866457668,7.0145201660334475
